id,price
69940,22222.34622879707
44315,15159.904616284868
41540,11128.708477159897
18443,17646.380134681596
52142,19573.18790772875
65709,5135.1328492706125
62910,11261.206558938362
99776,10555.443555762766
40708,22278.285231497775
96765,27828.271085566023
52928,8868.90103848989
40021,14458.361507769607
98392,18137.133467460226
86830,15586.329402093614
94536,16280.734620836893
93193,11024.12611728146
87617,19644.630010256627
14801,23378.06638892983
15013,17420.87306892538
52883,27163.404249451523
31734,5075.419939139198
65314,22627.10473970515
71105,8403.413510791364
59591,12494.234140640205
89037,15864.272901021715
56374,19433.570465196248
13524,15452.55169455925
84388,11945.509205010438
79884,17049.422182944174
72954,30360.193647530767
75216,7707.453924204248
33383,14021.814870553937
29832,10087.559700734462
33110,12856.179109962677
70848,11160.248493938954
40932,12431.386647639843
87246,8369.421466868354
61012,20742.705074891408
37025,7958.958299359027
12342,21388.859009182263
85804,42946.6316811212
48587,7523.478864983552
99950,16201.961695920301
42232,8601.71364842937
12686,10796.418698575148
63871,12249.444061978287
81844,16991.877569573804
88383,15159.904616284868
89574,9880.169578582438
97473,11443.736023739355
11330,14242.442526073337
74308,23866.884120278275
83311,12560.129539690412
36292,8521.210303325344
31986,7423.099343087917
69741,15340.450342296526
22310,19161.192094055703
21914,16395.542214620495
14486,11581.080071254357
75307,24421.594275812415
10168,8287.116988324546
37138,9213.126183767266
57002,25535.63547136805
85835,2705.5986826934804
10668,6433.529026639737
90081,23907.269192229585
65847,9977.005763040568
22979,16395.48473227031
69310,9824.270888529862
41517,17738.39269997669
69132,49294.51110977097
47563,10615.347611939298
86660,28497.63397006217
64128,26397.875892775613
67422,28226.54464453771
98124,14600.644617088185
18716,8654.066541590448
76451,29583.813943128647
88649,15217.503852818865
18356,18356.80075815606
73489,9873.468169726322
29677,10759.355628048004
44876,7143.384850159726
39387,10018.181167232571
38073,16781.99538485482
16652,10107.370821368557
14345,19503.34466256841
70100,10502.786651624865
56901,7688.336290153446
20308,11549.21595980792
12175,14368.411412320831
78409,17487.659899156137
57549,13244.70880234325
83980,22690.61785642809
96598,8896.380235801178
93646,23135.906117636136
46784,8153.907085158726
88737,20759.649241846353
86329,15631.129894288844
97535,23969.6804764327
74164,11705.187184273895
65037,11676.744552487744
52209,9546.58550313997
90068,10748.636579130201
42009,21215.566076718766
70225,28343.667768617517
67116,16684.216121911482
71383,22669.39153682901
13156,14062.14538960582
57482,29487.195908631234
18641,13513.068182068711
30157,15164.395669132493
97855,10520.687095358368
55725,10335.695336754365
51606,10583.749429297815
17807,10819.204631057122
59471,13562.46322489097
39498,21103.613675757617
74952,9434.742583395258
18020,18358.737989385347
13002,31200.205241859516
82584,10472.653419592007
33723,7589.412400971385
60037,18470.1069642568
59808,21277.748326591813
71923,20189.76429343661
13700,17222.789235443386
81982,13563.074741006036
26604,15958.978492407186
44791,9689.728405602194
59947,13926.101175270542
98567,12434.09011730987
13654,44908.61062611424
79635,13916.927788256411
24896,13785.50298891393
75023,14502.736542451885
73525,14326.083073304828
41802,10552.205871938168
49119,18643.404578361664
90004,8947.263768613891
58374,33471.83861288963
32982,11522.311019880577
85362,28463.96472849155
36714,9881.168782257411
47488,15967.831029794435
13391,9683.560133986297
62562,9927.422180614718
71354,8577.081675270822
33838,6918.418662228312
37113,35460.38213500574
60685,24729.728415564095
90305,29444.30588756595
57840,9592.478712944387
12533,11914.498057385095
87220,10623.483901815118
85707,18187.685602819598
67188,6611.340914181797
67526,29788.145119577206
82173,11258.617957534792
10028,26453.069720914104
29227,24574.18090109074
71559,49109.066437672096
75351,11258.268601022031
35024,7914.349065821898
39671,18817.179560840286
29011,22970.255127424934
80147,27965.839117900123
77822,34293.356922389496
54226,14385.522358697059
89363,9164.585448607984
71874,13528.857755615662
49545,6836.35831659293
36573,10953.787572547502
37027,19246.46093109755
91881,32677.028416692505
43573,9112.298564303423
48741,21749.455505855894
71831,10673.7092738135
81312,21912.90353210853
27547,22447.839440421238
88427,43300.52131269636
64335,17100.272293861675
79054,20170.666481591725
50871,19392.08199957815
15182,7834.488932767123
47192,38453.39113385235
25758,12360.947500996539
48511,15125.70292979545
57461,14648.657214707651
73725,19228.51394651705
50606,26584.4278346827
25775,18570.843601258
26012,46305.125718211195
22477,8312.470574355479
70020,18198.25878454644
33259,12320.116208461823
79174,12979.817330610218
81929,27419.25932989722
62233,17876.64668054255
44238,9971.127512257233
45847,33413.76647744991
95500,13132.064906122027
96022,9510.107180472281
57832,5519.399347394079
65914,21763.192034544223
11411,38098.70066891419
50662,11586.735042884528
29286,9652.878958892827
60058,17413.949530825674
98901,14917.5075060971
25919,15795.743318510196
53646,16745.759257033158
89713,13938.429276333885
80385,9458.056023396326
90811,10119.353010618264
29937,12273.952350755588
67575,10111.55975028424
20241,35777.604283615234
93242,61032.57711387877
77743,14982.988342197243
95982,7484.071354247853
13869,10298.002200747993
34720,14376.849989256356
81331,19043.84232647615
72543,15765.992350291042
46183,10791.717305323127
20715,10313.041912754248
16461,6902.042099561015
77698,9751.613989306235
18448,11434.897334780988
58364,14428.552990510303
20578,14245.952634714798
94094,24347.597930503154
99948,7130.675970529337
89282,16691.562382919536
86237,21627.55776796119
85402,13809.781834813311
19564,25111.839999707307
49203,9561.446752845819
48850,20783.368822267345
98654,11789.326096347417
27873,11656.717602620694
20134,13491.65028351473
23656,38452.70160473435
91926,20228.755922807293
54462,5977.760553311866
41117,10393.293959058548
50736,6324.197315440802
81768,10016.330226970189
89839,11185.207666081971
63930,11836.87320263495
33616,16726.63685363955
57073,15459.245911173206
17133,25803.11246404655
34064,12334.095356566508
89184,31736.316308610138
24862,15669.80076798628
46350,9590.80064422359
46627,29247.842394233845
66117,22126.8032189794
55256,12099.047584347645
64494,10258.254102081402
92553,34645.47217444895
54552,13102.276701520412
22491,7370.051756375713
77198,16328.404748345794
51564,42675.81771886628
53053,17335.8809278976
46709,8529.552001289569
79606,7541.774797342379
14870,8973.20435130565
24715,10747.224995457633
73402,14705.63100325543
13691,20694.477886593184
75970,10383.873458092774
74793,14750.703166097748
16372,37323.55882459262
34479,27742.552071643095
87225,15285.624707150742
19843,13761.779260870913
90996,10073.047178643124
48805,16860.54142269564
43365,14756.459983664146
62917,14426.541408050754
37081,23510.902016765416
60913,25234.400041844245
25748,9780.263152539002
59143,22609.35794844712
70647,28384.327068546518
91234,18342.25804803826
17287,13680.696428062805
66682,18923.01267545663
86204,20183.633619052063
90052,8744.324234270713
79376,24975.691519906046
55167,9625.481900341354
99018,5674.311827848214
84513,14655.872273008503
99514,9439.041459290802
94202,9387.995389567954
24990,13051.717761151545
72968,10481.24421779584
68910,23210.439466271033
68051,10076.590148783787
55410,5974.528562169189
72869,12410.467989306435
41420,12421.93389931738
31232,13693.976579038364
74172,10357.79026497569
52728,12574.516189709324
49583,18232.198633830427
28445,8412.252154349339
46437,12479.757618569864
15708,9549.395019238875
94086,27091.928744302655
68573,22596.77847185499
49124,10336.27842737083
13202,18743.917734592487
68694,28120.725583702515
80695,11172.923090153265
55560,11569.998608057129
84885,11706.120111434499
63064,22931.38135675467
53294,20962.82017535669
18134,17262.71113192795
54401,5306.385886496955
92045,22669.22108779191
62754,13051.473309721794
90605,29471.242456898704
40201,15766.146322822502
63127,6648.697055135308
66369,20518.9729190978
53553,9022.604251781922
97912,23898.386330975653
25720,9199.40807727346
54997,13815.579703044095
71633,11541.047052739501
19423,29799.583896003664
58286,36276.77785286309
33230,12799.085047478386
29493,19185.735348171773
60688,28156.458056411837
76567,7680.667449472101
69619,8984.506637675799
17887,17614.69686749943
57519,16309.65656040741
29747,6150.973748572878
13252,15175.283343334384
12577,6713.185064303383
35708,35722.89814441178
97240,5263.171872213243
42203,11098.46943333523
96265,14669.35697181106
89879,15517.373957686466
42421,13081.86112907969
15183,29075.974207421044
25095,23151.49652642068
13007,20784.22274402775
82862,15781.262093013054
72457,15796.418077039516
15331,9601.263366877349
76766,25806.43541383471
62881,30258.322375621443
11978,34477.12857964923
48345,8403.413510791364
26072,11343.893880236088
46315,6974.973336090092
17733,25242.221762141053
47176,17230.30550102455
50753,19350.924525877173
78438,13111.669412599009
95090,14195.720628519302
12058,13513.733426713505
70723,21686.991996777142
89022,9210.001147251998
44333,12162.328533093474
55967,11453.801344300877
65125,24377.70132514263
68975,15990.532359005614
52199,6597.025496435794
51032,13847.724493758054
92212,30677.3208086589
97887,10045.604853386352
70580,11268.544315587398
22936,10958.523853744457
95296,7138.994735285791
47899,14848.606463403812
18441,57631.33964026686
22585,24204.58632533537
20392,6583.429675045638
90775,30572.500275828468
50896,53908.427075635365
60044,17899.673462850173
84935,17894.523207094106
78641,12594.172883167059
77261,4861.767810480234
39800,25648.725501291417
40129,20008.383692162213
88929,21746.823371317267
80046,20626.49700316876
80919,26344.740626959785
94888,10482.850637134005
88007,8481.602477682867
83274,26553.425152057454
49434,26148.92581632366
77163,13566.400437538123
15890,23069.537052775206
30859,22894.691042729584
70789,7508.502272998983
77125,19115.7377746662
23659,18754.246029193746
80082,6164.287107579823
62110,27153.171881585156
25363,9660.67058192369
52159,14181.917483019904
18896,26499.19709013854
24553,21158.281684878624
45104,12539.88492722248
25303,4021.9114072308475
29558,21162.155372488887
92473,14308.520094601969
37928,9577.052445405494
23735,25635.9007014917
97888,11286.196587380442
87143,26336.43549336715
54564,28101.88796230508
33888,14107.720021514488
53563,6185.463707182507
53908,12436.966415560055
92267,13719.473103732518
68305,21728.87115254061
29046,17693.578793276516
10968,13076.628744849771
14949,8693.890409148305
46196,13539.125916270354
59677,7714.469916547447
91751,13132.46725862727
96127,5814.754949675558
86202,17624.029933284826
62365,20912.6088129478
98433,11917.895802973679
63777,27327.238712106388
77004,6558.088355641034
58998,27206.45201455526
36749,20093.607163666366
73866,7259.927005526904
42087,7004.603094038868
64753,9209.029723707736
41518,11704.335846255053
87161,10037.231723329907
74276,6270.349588672936
84189,10454.735965143944
41159,14967.83130767312
26544,28350.08910284168
75614,30698.257911028802
63483,7959.94303005545
23312,30412.920791846638
30316,21592.376905218254
14218,15458.782074488194
97278,19668.48588644059
57582,45149.74897446789
45302,18044.5926864527
10393,12537.60275800178
64953,9865.19944337775
83566,16091.02287264757
23933,23990.154801076445
50614,9110.250791358729
40468,9165.580926494647
73865,28436.58693746182
99318,18805.18663276723
61043,9955.836197599216
32189,16910.915779991545
90045,17643.334922738228
18576,8749.460099938615
91000,11612.51839339575
34168,16965.22916500073
60545,12411.984211151483
60278,24419.99587708249
45185,21918.075262874438
73472,46209.73009702795
36328,10456.73457138792
16809,9061.443126472586
14188,9235.348216693157
40401,10994.999337264147
24444,13321.922215249164
38995,16748.969687755012
97585,10298.226231114197
89040,20591.33908071316
99398,14961.013912750193
81882,22821.538970820697
34509,8894.71743643262
54482,2378.2464336320645
17298,10777.707941838424
39845,12389.003140861103
24760,11981.80807622949
22624,16427.923339745812
83822,16801.077583070793
88935,13222.31794555451
95520,8560.267671639247
65289,16378.955773841832
34936,10537.647828797548
81412,15440.092835454774
53092,21380.463859842966
91725,5874.666639529702
